Structure of smiles [idcode]	smiles	name	Total Molweight	cLogP	cLogS	H-Acceptors	H-Donors	Total Surface Area	Relative PSA	Polar Surface Area	Druglikeness	Shape Index	Molecular Flexibility	Molecular Complexity	Rotatable Bonds	
foAa@@M@rQQQQQZyfiFhJHhj@@@	c1(c(C)cccc1C)OC1CN(C1)CC	LocE_ZINC000000005492_rank1.pdb	205.3	2.5008	-2.269	2	0	170.62	0.079416	12.47	3.6635	0.66667	0.43671	0.56169	3	
fhiPaDNV|DDQjHmNQQQJJJzZLErTADMULTCH@	c1(c[nH]c2cc(Cl)cc(Cl)c12)C[C@H]([NH3+])C(=O)O	LocE_ZINC000000005512_rank1.pdb	274.126	-1.7418	-3.538	4	3	186.36	0.29304	80.73	-1.9646	0.58824	0.42207	0.80998	3	
dg@PJ{PbDBDfV^uRkSijfjf@@	c1(nc(N)sc1Cl)C1=CCCN(C)C1	LocE_ZINC000000005516_rank1.pdb	229.734	1.7899	-2.078	3	1	166.95	0.30039	70.39	5.9283	0.57143	0.40913	0.70898	1	
ff}IA@BTEKp@c@QdbbbLrTRTbdISQjeh@Jjjh@@	c1(nc(c(c(n1)C(C)(C)C)O)C(C)(C)C)c1nnc(s1)SC	LocE_ZINC000000005522_rank1.pdb	338.499	3.851	-3.964	5	1	254.48	0.37264	125.33	-1.2611	0.45455	0.47556	0.7473	4	
fluP`@DX@SHhhXheEhTeFlzJVjhH`@HHTP@	[C@@H]1(CCCc2c1ccc1ccccc21)N(C(=O)N)O	LocE_ZINC000000005523_rank1.pdb	256.304	2.2416	-4.081	4	2	191.06	0.23532	66.56	-1.5839	0.52632	0.30775	0.8085	1	
dcND@HC\bbdTbKUUUT@@	CC1(C)CC(CC(C)(C)N1O)O	LocE_ZINC000000005575_rank1.pdb	173.255	0.4775	-1.478	3	2	132.88	0.22389	43.7	-1.3232	0.5	0.13368	0.60626	0	
fbm`bDGDDBH]NQQQSQHqJEIdkNSfBBbj`@H`i@@	c1(cc2c(c(Cl)c1O)CC[NH2+]C[C@H]2c1ccccc1)O	LocE_ZINC000000005579_rank1.pdb	290.769	2.4482	-3.246	3	3	209.16	0.16227	57.07	-1.9575	0.5	0.29559	0.84166	1	
fj}Qa@FNuXhHaPQdTRTtRQfbRuNBTgL@QTsUUE@@@	C(n1c(=O)sc2ccc(Cl)cc12)C(=O)N1CCC(CC1)O	LocE_ZINC000000005602_rank1.pdb	326.803	1.26	-3.691	5	1	222.92	0.28607	86.15	4.4852	0.57143	0.48351	0.81047	2	
dclL@@y\bbbTQeMNm@pQ@@@	O=C1C=Cc2ccc(c(c12)O)O	LocE_ZINC000000005605_rank1.pdb	162.144	1.0684	-2.162	3	2	116.71	0.33622	57.53	0.13358	0.5	0	0.80338	0	
f`aP`@DTAkHheDmEDb{sUU@pACB@@	C(=O)(NCc1ccccc1)[C@@H](C)NC(=O)C	LocE_ZINC000000005606_rank1.pdb	220.271	0.5157	-1.919	4	2	182.46	0.26855	58.2	-0.11278	0.6875	0.59828	0.51585	4	
dk_LAHK`PXeNR[eUuneViZjjaT@	[C@@H]1(Cn2cc(nc2O1)N(=O)=O)CC	LocE_ZINC000000005609_rank1.pdb	183.166	1.1552	-1.867	6	0	133.67	0.43585	72.87	-2.1164	0.69231	0.28332	0.7268	2	
dklL@@T|bbrbRagVf@H`Hr@	c1(ccc(c(c1)O)O)/C=C/C(=O)C	LocE_ZINC000000005614_rank1.pdb	178.186	1.4602	-1.854	3	2	142.47	0.27543	57.53	-2.9442	0.69231	0.41696	0.61059	2	
fluQ@DDN@z\bfbbTTJVrEKUg^Z@`jjjJqrZch@	[N@H+]1(CC[C@H]2c3c(cccc3C(=O)N)CC[C@@H]12)CCC	LocE_ZINC000000005617_rank1.pdb	259.372	0.6526	-3.082	3	2	216.69	0.21182	47.53	-1.3478	0.52632	0.29648	0.87338	3	
fj}ab@LPQD@QddabbbbRVVLmNRGJuP@p@aP@@@	n1(c(cc2ccccc12)C=O)S(=O)(=O)c1ccc(C)cc1	LocE_ZINC000000005653_rank1.pdb	299.349	2.2814	-6.332	4	0	217.2	0.22325	64.52	-5.6967	0.52381	0.40378	0.85449	3	
ffcQa@EItZHH`PQdTRTtRdUbbQirRbu`BIehF@H@@	c1([nH]c2ccc(Cl)cc2c1S(=O)(=O)c1ccccc1)C(=O)N	LocE_ZINC000000005691_rank1.pdb	334.782	2.1515	-4.526	5	2	227.46	0.31162	101.4	-5.7339	0.45455	0.35853	0.89313	3	
f`aQaDL^`bp@`taz\ddNbRfTLeKT@EUDMP@	c1(ccc(F)c(c1)[C@@H](O)C[NH3+])NS(=O)(=O)C	LocE_ZINC000000005703_rank1.pdb	249.285	-3.9968	-2.541	5	3	172.25	0.39257	102.42	-3.1927	0.5625	0.48458	0.69426	3	
dkmB@HpIttenUgEZX@b`@_qFD	c1(cc(c(c(c1)O)O)O)C(=[NH2])NO	LocE_ZINC000000005721_rank1.pdb	185.158	-0.8058	-0.196	6	6	130.1	0.60822	118.97	-0.38557	0.61538	0.44097	0.66483	1	
fleHA@B\TxFIHHRYWVuYVcHi`@ij`@@@@	S=C(NCCc1ccccn1)Nc1ccc(Br)cn1	LocE_ZINC000000005722_rank1.pdb	337.244	2.466	-3.449	4	2	232.32	0.31362	81.93	-1.9022	0.73684	0.55609	0.62054	4	
fj}h@@@XIRvRJJHiQIYJYLxhugMUPDSUTEAB@@	n1(c(C)cc2c3[C@@H](N)N=C(N)Nc3ccc12)C(CC)CC	LocE_ZINC000000005734_rank1.pdb	285.394	1.4493	-3.287	5	3	224.33	0.26916	81.36	2.411	0.52381	0.29363	0.89747	3	
dgH@BhPRYf]WXUMi``b`@@	n1(nc(N)c(=O)c2ccccc12)CC	LocE_ZINC000000005743_rank1.pdb	189.217	0.6907	-2.104	4	1	145.32	0.29844	58.69	2.0228	0.5	0.25602	0.76856	1	
figq@@LDlAJYmV^UV}|TdYM^ci``hB`hj`h\P@	[C@@H](Nc1oc2ccc(C)cc2n1)(c1ccccn1)CC1CCCCC1	LocE_ZINC000000005761_rank1.pdb	335.45	4.5882	-5.355	4	1	272.61	0.17428	50.95	-4.5726	0.52	0.34506	0.79493	5	
deTD@@gHeDeBwL@D`@@	c1(cccc(c1)C=O)C=O	LocE_ZINC000000005774_rank1.pdb	134.134	1.5262	-2.264	2	0	112.34	0.23215	34.14	-4.225	0.7	0.37436	0.6089	2	
deVDbJxPBJeJU^|JjijSHR@	[C@H]1(CSC[C@@H]1[NH3+])C(=O)OC	LocE_ZINC000000005775_rank1.pdb	162.232	-4.0469	-1.117	3	1	117.75	0.46718	79.24	-3.4427	0.6	0.49345	0.71107	2	
fj}QB@IYDBHRYW[fYgzL\EIX@IjefjI@@	C1(=CC=C2CC=CC=C2N1C(=O)c1ccc(Cl)cc1)CN	LocE_ZINC000000005793_rank1.pdb	298.772	2.8628	-3.774	3	1	226.4	0.14072	46.33	1.1703	0.52381	0.44624	0.85557	2	
fasIb@LRTZBA@BLddJbbbrVbeRaoUZmTmMUP@T@@@	C1(=CCNC=C1S(=O)(=O)NC(=O)NC(C)C)Nc1cccc(C)c1	LocE_ZINC000000005823_rank1.pdb	350.442	1.5038	-4.495	7	4	264.39	0.3308	107.71	6.3936	0.54167	0.52943	0.79656	4	
flua@@D@rJIQKZJIQE`g^bejjh@@B@@@	C(c1cccc2ccccc12)CNC(=O)C1CCC1	LocE_ZINC000000005833_rank1.pdb	253.344	3.3573	-4.278	2	1	204.87	0.11959	29.1	2.2385	0.63158	0.42657	0.65353	4	
fbmQA@EA|BHDDYEDeMDehhdZ\diNX@bZ`X@`@@	c1([nH]c2ccc(Cl)cc2c1Sc1ccccc1)C(=O)N	LocE_ZINC000000005852_rank1.pdb	302.784	3.2674	-4.776	3	2	216.37	0.27633	84.18	2.6425	0.5	0.38887	0.84008	3	
dg~``DielLSHhdhddUWKmKURwP@@	CNc1nc(Br)cn2cc(nc12)C#N	LocE_ZINC000000005885_rank1.pdb	252.075	0.3118	-4.081	5	1	160.09	0.34299	66.01	-5.7748	0.57143	0.15653	0.77436	1	
fj}@P@@BbThRDaHRDaDcHrDEfe^meh@``bhhHZP@	Cc1ccc2c(c1O)C(=O)c1c(C)cc(cc1[C@]2(C)O)O	LocE_ZINC000000005909_rank1.pdb	284.31	2.7821	-3.97	4	3	203.51	0.25719	77.76	0.58792	0.47619	0.042532	0.92768	0	
dg}DPEtYBHXHrJIJZQGUvg@DKUEAp@	C[C@@H]1Nc2ccc(Cl)cc2S(=O)(=O)N1	LocE_ZINC000000005921_rank1.pdb	232.69	1.2082	-2.432	4	2	151.44	0.34007	66.58	2.1173	0.57143	0.12039	0.76455	0	
faka`DE@EETiLkmsZ}rmF^Bwl@EUUUP@DDxiQTC@@	[N@@H+]1(CC[C@](CC1)(c1ccccc1)O)[C@@H](C)[C@H](c1ccc(cc1)O)O	LocE_ZINC000000005936_rank1.pdb	328.43	0.4114	-2.463	4	4	265.62	0.21418	65.13	0.25606	0.625	0.43719	0.77562	4	
dg^LBM@ivTfYwnVzB@jjDEK@@	c1(ccc(c(c1)O)O)[C@@H]([C@H](C)[NH2+]C)O	LocE_ZINC000000005957_rank1.pdb	198.241	-1.1808	-0.842	4	4	149.57	0.3145	77.3	-0.67946	0.64286	0.44467	0.6715	3	
fj}PR@NV`cQ`AFRRFJIJJIsIJ}jvRkPTEL@@Q@b@@	[C@@H]1(C(=NON1O)c1ccccc1)S(=O)(=O)c1ccccc1	LocE_ZINC000000005966_rank1.pdb	304.325	2.6655	-3.139	6	1	210.22	0.31748	87.58	-6.6711	0.52381	0.44652	0.81339	3	
fle`P@D@HJVQQQIZFJIKTYEKUTmPPDPT`@	C(=O)([C@H](c1ccccc1)CC)ON1C(=O)CCC1=O	LocE_ZINC000000005969_rank1.pdb	261.276	1.1936	-2.656	5	0	199.35	0.26421	63.68	-17.803	0.52632	0.51716	0.69754	5	
dcnL`BFU@HReey|JnijfZhQ@@	C1(=CS[C@H]2CC(=O)N12)C(=O)OC	LocE_ZINC000000005970_rank1.pdb	185.203	0.5864	-1.053	4	0	123.02	0.46431	71.91	1.2	0.58333	0.31683	0.80997	2	
fj}qA@AQKpDPjHrJJIQKPiYQIdg^rVBAbjjeb`@@	O=C(N1CCC(CC1)c1c[nH]cn1)c1ccc(Cl)cc1Cl	LocE_ZINC000000006000_rank1.pdb	324.21	3.6685	-3.759	4	1	234.28	0.17735	48.99	4.9153	0.61905	0.481	0.75329	2	
figp`@DZLCbSKJzjsJkdiIQ^mFu@`UP@@A@@@@	O=C1NC(=O)c2cc(c(cc12)Nc1ccccc1)Nc1ccccc1	LocE_ZINC000000006094_rank1.pdb	329.358	3.8015	-5.143	5	3	249.16	0.24266	70.23	1.53	0.48	0.37908	0.83354	4	
dclh@HSaCHheEDcWKkTC@P@@	NC1=Nc2ccccc2[NH+]([O-])N1	LocE_ZINC000000006099_rank1.pdb	163.16	-0.7974	-2.707	5	2	127.26	0.4934	79.84	-0.027172	0.58333	0.16321	0.74622	0	
fdiQ`DDT@{uIRYYmUymVZjjjfjab@@	N(C(=O)[C@@H]([NH3+])CCC(=O)O)C1CCC(C)(C)CC1	LocE_ZINC000000006138_rank1.pdb	257.353	-2.6924	-2.324	5	3	203.53	0.31995	94.04	-0.75548	0.66667	0.47892	0.56718	5	
fjm``D@`bF\dTTbbftvQdiIUjBhbbjjbBD@	Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(O2)CC[N+](C)(C)C	LocE_ZINC000000006149_rank1.pdb	292.441	0.3462	-2.604	3	1	233.26	0.066364	29.46	-1.2312	0.52381	0.46817	0.81766	3	
fle`b@CPt@HrRZIQQQIHytPiZj@F@@B@D@	C(c1ccccc1)(c1ccccc1)[S@](=O)CC(=O)N	LocE_ZINC000000006156_rank1.pdb	273.355	0.3845	-3.839	3	1	208.27	0.24502	79.37	-0.62682	0.47368	0.57415	0.59188	5	
dcNLBAAJFTfvUxYZjjj`d@	CC1(C)CO[C@H](C[NH2+]1)CC(=O)O	LocE_ZINC000000006164_rank1.pdb	174.219	-0.5551	-0.846	4	2	130.55	0.33612	63.14	-1.9546	0.66667	0.57178	0.60626	2	
daEHBHxNeJv^fjjiLcP@	[C@H]1(C[C@H](C1)[NH3+])CON	LocE_ZINC000000006188_rank1.pdb	117.171	-4.1555	-1.343	3	2	92.53	0.42959	62.89	-3.8604	0.875	0.56769	0.62123	2	
do~B@JAAuIeommIfjiijhq@@	C(=O)(N[C@@H]1CCOC1=O)CC(=O)CCC	LocE_ZINC000000006220_rank1.pdb	213.232	-0.0973	-1.58	5	1	168.27	0.36002	72.47	-5.2082	0.66667	0.52896	0.59188	5	
deVD@N@dfY{[fiZh@@	Cc1c(c(=O)ccn1C)O	LocE_ZINC000000006226_rank1.pdb	139.153	-0.0767	-1.05	3	1	108.34	0.27404	40.54	3.4574	0.6	0.18204	0.69315	0	
dk^D`J{PBLdTRTlRrmNfZffhI@@	[C@H](c1c(C)ncs1)(c1ccoc1)O	LocE_ZINC000000006235_rank1.pdb	195.241	1.1702	-1.889	3	1	148.52	0.39416	74.5	1.695	0.53846	0.43808	0.68393	2	
fjm@p@@DDiv\bbbRfebbRtXHJViZfBBF`@@	C(=O)(c1c(cccc1)OC(=O)C)Oc1c(C)occc1=O	LocE_ZINC000000006255_rank1.pdb	288.254	1.729	-3.428	6	0	216.95	0.3186	78.9	-1.8125	0.52381	0.40287	0.76455	5	
fnsI`@DXuX@fyEEEEDedd]DdrUoEjuUMUUUTkPc@@	n1(c(=O)c2nc([nH]c2n(c1=O)CCC)[C@@H]1CCC(=O)C1)CCC	LocE_ZINC000000006266_rank1.pdb	318.376	2.3861	-3.054	7	1	241.78	0.2944	86.37	4.2266	0.52174	0.33231	0.90526	5	
fjmIC@AJl{pHadPXHrJIJHjIQ[IRgCV`BJZYjhhFh@@	N(c1ns(=O)nc1Nc1cc(Cl)cc(Cl)c1)CCC(C)C	LocE_ZINC000000006269_rank1.pdb	347.269	3.8748	-7.102	5	2	246.72	0.27829	85.06	0.86626	0.57143	0.49636	0.74882	4	
fjcHB@FR]dFHdrm|lkjtxYpXyK@DP@@EHD@@	N(c1ncnc2cc3[nH]ccc3cc12)c1cccc(Br)c1	LocE_ZINC000000006271_rank1.pdb	339.195	4.0597	-5.575	4	2	219.4	0.216	53.6	-2.4805	0.52381	0.22945	0.84008	2	
dg~`B@cBwYRege]pmNZijjjMP@	C1(=CCC[N@H+](C)C1)C1=NNN(N1)CC	LocE_ZINC000000006302_rank1.pdb	196.277	-1.9263	-0.315	5	3	171.3	0.3244	44.1	2.1085	0.64286	0.46102	0.6766	2	
fhiPb@OA``@QddabbRRvRkF\m@@@E@@@	S(=O)(=O)(c1ccc(cc1)N)c1ccc(cc1)N	LocE_ZINC000000006310_rank1.pdb	248.305	1.0102	-3.304	4	2	178.64	0.33094	94.56	0.83748	0.64706	0.45512	0.58251	2	
fluH@@@XhEJYVyUUj\MytP``@@H`@@@	N(c1ncnc2ccc(cc12)N)c1cccc(C)c1	LocE_ZINC000000006328_rank1.pdb	250.304	2.9617	-4.636	4	2	197.38	0.24658	63.83	-1.0636	0.52632	0.2698	0.75402	2	
ffkQ@@D^@dsLrkJv{EFc{ObijuPUAUEUEQBHTUOP@	O=C1c2cccc3c2[C@@H](CCC3)CN1[C@H]1C[N@@]2CC[C@H]1CC2	LocE_ZINC000000006363_rank1.pdb	296.413	3.2929	-3.028	3	0	218.95	0.091984	23.55	3.3664	0.45455	0.26867	0.89773	1	
fhyp@@@RBdlklrrseoNCp@UULePE@@	[C@H]1(CCCc2cncn12)c1ccc(cc1)C#N	LocE_ZINC000000006398_rank1.pdb	223.278	2.586	-4.149	3	0	182.97	0.17161	41.61	-5.0775	0.58824	0.38046	0.78413	1	
dk^H@DAIgfU~gSZjB@bBP@	[C@@H]1(CCc2ccccc12)NC(=O)C	LocE_ZINC000000006421_rank1.pdb	175.23	1.7588	-2.164	2	1	141.25	0.17345	29.1	-0.77726	0.61538	0.094782	0.67407	1	
fjsa`DL`x[LyHhhheELeE|RdgVCzJ\tEPUQUUCSDRbXeJLs@@	C[N@@H+]1CC[C@]23c4c5ccc(c4O[C@@H]2[C@@H](C=C[C@@H]3[C@H]1C5)O)O	LocE_ZINC000000006428_rank1.pdb	286.35	-0.853	-2.547	4	3	206.75	0.26017	54.13	-0.022245	0.42857	0.14914	1.0332	0	
feoq@@DAZCHhhhhdddimDlbIQhnSUhymUPUARAPEBHpeP@	O=C(N1C[C@@H](c2ccccc12)c1ccccc1)[C@H]1CCc2nc[nH]c2C1	LocE_ZINC000000006437_rank1.pdb	343.429	3.0706	-4.179	4	1	262.2	0.15847	48.99	4.3031	0.5	0.27634	0.87338	2	
dmvH@DAIenZfZjjh@@	C1(C(C)(C)C1(C)C)C(=O)NC	LocE_ZINC000000006440_rank1.pdb	155.24	1.1743	-1.641	2	1	123.83	0.19785	29.1	-3.6792	0.54545	0.39529	0.65162	1	
fa{@a@HH@D]dLddLrVTTRfbQpiN|gMVkP@TsAPDT@@@	C1(=CC2(C=C1c1ccc(F)cc1)CC2)c1ccc(cc1)S(=O)(=O)C	LocE_ZINC000000006509_rank1.pdb	340.417	3.08	-4.492	2	0	240.56	0.11881	42.52	1.5788	0.54167	0.41123	0.82315	3	
die@`LH@aJYgkjjjlaHj`@	C[C@@H]1S[C@@H](N)NC[C@H]1C	LocE_ZINC000000006634_rank1.pdb	146.257	1.1959	-1.356	2	2	113.25	0.39046	63.35	3.0965	0.66667	0.295	0.69315	0	
dg@bLIPBEgIEEBdleeRmLuUSTK@@	[N@H+]1(CCc2nc(N)sc2CC1)CC=C	LocE_ZINC000000006644_rank1.pdb	210.324	-0.2465	-2.043	3	2	180.66	0.35531	71.59	-1.1541	0.71429	0.32243	0.67908	2	
fbupc@IVB[pHcdQhHrJJIQRj[SQLEjtADMSMTP@@	c1(nsnc1c1c(Cl)cccc1Cl)OC(=O)N(C)CC	LocE_ZINC000000006647_rank1.pdb	332.21	4.4389	-1.044	5	0	233.65	0.29484	83.56	-0.48302	0.55	0.36855	0.80998	4	
dg|D`FT@cIEDiXhlUG]RlDA@@@	c1(ccccc1O)C(=O)c1cccs1	LocE_ZINC000000006650_rank1.pdb	204.249	2.3105	-3.43	2	1	153.06	0.3038	65.54	2.1007	0.57143	0.41002	0.65353	2	
fhiaB@C^@DISJkjoXirU@aEUM@@@	c1(ccc2scc(c2c1)CCNC(=O)C)CC	LocE_ZINC000000006676_rank1.pdb	247.361	3.1013	-3.628	2	1	198.81	0.22564	57.34	3.0134	0.64706	0.47367	0.74577	4	
foAq@@DLxCHhhhhldVBlyjfB`H@@	n1(c(=O)c(NC)nc2ccccc12)CC	LocE_ZINC000000006705_rank1.pdb	203.244	0.1456	-1.833	4	1	160.52	0.24645	44.7	5.0019	0.53333	0.2569	0.76921	1	
fdy@`@@QrJJJIIJXsRMisP@@DUABt@@	c1(cccc(c1)C(=O)c1ccccc1)[C@H](C)CO	LocE_ZINC000000006711_rank1.pdb	240.301	3.0499	-4.08	2	1	195.64	0.13361	37.3	-3.9463	0.61111	0.54689	0.63297	4	
fluP`@IIAsHhheEEcLef\TXLV`Xb@@h@@@	c1(cc(=O)c2c(cccc2o1)N)c1ccc(cc1)N	LocE_ZINC000000006739_rank1.pdb	252.272	2.0182	-3.896	4	2	189.02	0.28346	78.34	0.42258	0.57895	0.26115	0.79924	1	
ff}H`@ANSdAlbbfRbVbaRbWIQRt@QSRuTTHh@	c1(cc(cc(c1)C(=O)C)NC1=C[C@@H](C)N(C)C(=N1)N)C(=O)C	LocE_ZINC000000006768_rank1.pdb	300.361	1.2061	-5.284	6	2	234.76	0.2891	87.79	4.4677	0.5	0.53823	0.79602	4	
fjmPQBM^EINPQC@cty{HhdiiDXeEhj\bV@HV`hF@@@	S(=O)(=O)(c1c(ccc(Cl)c1)NC)c1ccccc1N(=O)=O	LocE_ZINC000000006769_rank1.pdb	326.759	1.6962	-4.408	6	1	224.41	0.31398	100.37	-6.4278	0.42857	0.428	0.82973	4	
fns`R@LPQFh@cIICEEDdhmLT]^ldNUj`B@bBj@@@	S(=O)(=O)(N1CCCc2ccccc12)c1ccc(c(c1)OC)OC	LocE_ZINC000000006775_rank1.pdb	333.407	2.4782	-3.714	5	0	244.2	0.21347	64.22	2.7344	0.52174	0.40402	0.84479	3	
fhiA`@@LCdTRTQRbRuNN}@DS@A@B@h	C(=C\c1cc(cc(c1)O)O)/c1ccc(cc1)O	LocE_ZINC000000006787_rank1.pdb	228.246	2.8295	-2.864	3	3	178.57	0.22008	60.69	-1.6732	0.64706	0.39358	0.60693	2	
fhePA@E^@DNBDieU{e\TyHsoAhDHfjhjAd@	c1(csc2ccccc12)C1=CS[C@H]2N1CCN2	LocE_ZINC000000006808_rank1.pdb	260.384	3.5469	-3.153	2	1	180.78	0.2924	68.81	3.6592	0.52941	0.28088	0.85009	1	
dmM@`LH@aJYg^neZjjjlbHjP@	N[C@@H]1NC[C@@H]2CCCC[C@@H]2S1	LocE_ZINC000000006839_rank1.pdb	172.295	1.5867	-1.982	2	2	130.27	0.33945	63.35	-1.8886	0.63636	0.26798	0.67674	0	
fluAa@NRR@HlDYHhhhTmhdlRbm^CTmMUMUJ@@	c1(ccc(o1)c1ccc(s1)CO)c1ccc(s1)CO	LocE_ZINC000000006846_rank1.pdb	292.378	3.3115	-4.66	3	2	214.57	0.37764	110.08	1.6786	0.68421	0.45976	0.78295	4	
fbuQc@LDD{p@`pQXHrQQYJFJJHzXiXMLtsTuUP@@	C(=C1SCS1)(C(=O)Nc1scc(C)n1)C(=O)OC(C)C	LocE_ZINC000000006847_rank1.pdb	330.452	3.6361	-4.128	5	1	232.36	0.48997	147.13	-2.7539	0.55	0.48383	0.76182	5	
dcnHBIBYRYyeYV]ZZjjdiSHr@	C(=C\1/C[N@@H+]2CC[C@H]1CC2)/C(=O)C	LocE_ZINC000000006858_rank1.pdb	166.243	-0.9478	-1.127	2	1	146.86	0.20857	21.51	-2.7316	0.58333	0.1891	0.70325	1	
fdyHC@MFmDDPRHCHYEEELhXhbnBmzBH@Hb`ABe@	Nc1nc(c(c(n1)CF)c1cccc(Cl)c1Cl)N	LocE_ZINC000000006881_rank1.pdb	287.124	2.4917	-5.608	4	2	198.53	0.26434	77.82	-2.9819	0.5	0.35513	0.81243	2	
fhe`B@E@BLdTRbRVaRhpVeF|F`hJ@@R@@@	c1ccc2-c3c(CSc2c1)c1c([nH]3)cccc1	LocE_ZINC000000006892_rank1.pdb	237.325	3.3365	-5.262	1	1	174.94	0.17995	41.09	0.99416	0.52941	0.092756	0.85805	0	
fbmpb@LDdIP@cIEEihiXhdmbdmIsSMLuA@TPt`@	[C@]1(NC(=O)N(c2nccs2)C1=O)(c1ccccc1)CC	LocE_ZINC000000006893_rank1.pdb	287.342	2.6209	-3.752	5	1	207.91	0.34832	90.54	6.1929	0.5	0.38275	0.87019	3	
fb}h@@@XipvRJIJZIJHqZ`mF}ENP`hj`b@X`q@@	N(c1ncnc2nc[nH]c12)[C@@H]1c2ccccc2CCC1	LocE_ZINC000000006896_rank1.pdb	265.319	2.4235	-4.236	5	2	205.21	0.28439	66.49	-1.8596	0.5	0.16897	0.808	2	
fa{q@@DLtCHhhhheDhcDbeqVkAKUkURETQTURP@@	c1(nn(c2c1CCN(C2=O)c1ccccc1C)C1CCCC1)CC	LocE_ZINC000000006988_rank1.pdb	323.439	3.8194	-3.661	4	0	255.37	0.13482	38.13	3.4957	0.45833	0.25789	0.90348	3	
fnsaa@BFKTDQdHrJIIZJJJUKJRcMVbf@BZf@BVD@@	C1(=C(C(=O)C=C1)c1cncc(Cl)c1)c1ccc(cc1)S(=O)(=O)C	LocE_ZINC000000007001_rank1.pdb	345.805	1.5683	-3.348	4	0	241.71	0.21757	72.48	2.7257	0.52174	0.46001	0.82494	3	
fjm`b@MJJBHRYWUmVUzLSf@BYj`@`ACd@	O=C(NCCc1ccc(cc1)O)/C=C/c1ccc(Cl)cc1	LocE_ZINC000000007041_rank1.pdb	301.772	3.5361	-3.866	3	2	238.02	0.15797	49.33	0.34101	0.7619	0.44761	0.58251	5	
fluIA@ARlxHH`dQdTTVRTRTQsNJMYtDAURsQP@@	c1(nnc2c(=O)[nH]c3cc(Cl)c(Cl)cc3n12)CCC	LocE_ZINC000000007116_rank1.pdb	297.144	2.2172	-5.094	5	1	206.07	0.2587	59.81	1.9299	0.52632	0.20203	0.87558	2	
fakab@BR|dDadTTRVabRfRbRXIpV}``a`BJjhH@@	c1(ccc(cc1OC1CCCC1)C(=O)Nc1ccccc1F)OC	LocE_ZINC000000007121_rank1.pdb	329.37	3.9816	-4.782	4	1	254.88	0.17459	47.56	-2.1836	0.54167	0.33831	0.76113	5	
fhiaA@CZADDBLbbbRttJTXKpXHHijhh\`@	C[C@H](C(=O)NCC1CC1)Sc1ccccc1Cl	LocE_ZINC000000007159_rank1.pdb	269.795	3.048	-3.911	2	1	200.42	0.20951	54.4	5.397	0.64706	0.47192	0.63297	5	
f`qaB@CZADYEEDhlYeFR]zBAbZh`PY@	C/C(=C\C(=O)NC1CC1)/c1ccccc1Cl	LocE_ZINC000000007181_rank1.pdb	235.713	2.7837	-3.22	2	1	181.38	0.13508	29.1	-1.0505	0.625	0.47686	0.655	3	
fdiHB@DXUD@QdTRTTRTfZuyj`hJbrEH@	C(=S)(N[C@H](C)C(C)(C)C)Nc1ccc(nc1)C#N	LocE_ZINC000000007228_rank1.pdb	262.38	2.3818	-3.508	4	2	221.31	0.34092	92.83	-7.1095	0.66667	0.58714	0.61095	3	
fj}@P@@HyYIen[eU~eitPiZ```dHh`@@	c1(c2c(c3ccccc3c1O)OC(C)(C)C=C2)C(=O)OC	LocE_ZINC000000007267_rank1.pdb	284.31	3.448	-4.326	4	1	212.15	0.21749	55.76	-4.5704	0.42857	0.25807	0.8972	2	
dcMHBDXFeIfY^FVjjjhr@@	[C@H](C(=O)N1CCCC1)([NH3+])C(C)C	LocE_ZINC000000007335_rank1.pdb	171.263	-2.7512	-1.152	3	1	140.34	0.22139	47.95	2.6836	0.58333	0.46505	0.56122	2	
fgA`CDK@dARFiBtiMJmLleqWCUUUUUVHRdY@@	[C@@]12(C[C@]3(F)C[C@](F)(C1)C[C@](F)(C2)C3)[NH3+]	LocE_ZINC000000007410_rank1.pdb	206.23	-2.2161	-2.984	1	1	123.98	0.11679	27.64	-4.2036	0.35714	0.42726	0.85628	0	
foQHBDDDxXDPZTfUvUfcMFlz@BjjbdJfd@	N1(C[C@@H]2CC[C@H](C1)[NH2+]2)c1ccc(Cl)nn1	LocE_ZINC000000007429_rank1.pdb	225.702	0.5052	-2.203	4	1	157.28	0.21128	45.63	1.4222	0.6	0.40588	0.70595	1	
fbu``DK@iZTinU]vU^RtZ``bjjjH@@	C1(Cc2cc(c(cc2C1)OC)OC)[NH+](CCC)CCC	LocE_ZINC000000007459_rank1.pdb	278.414	2.0576	-2.845	3	1	248.2	0.15145	22.9	-1.7374	0.55	0.44034	0.78531	7	
fdy`a@HbLCD\DILklkNmFZm@ASSUX`@@	c1(cc(oc(=O)c1C#N)c1ccc(Br)cc1)SC	LocE_ZINC000000007493_rank1.pdb	322.182	2.4928	-4.096	3	0	205.23	0.26356	75.39	-5.3778	0.61111	0.34769	0.78235	2	
fhyp@@@XUdbbTTtRrMIZmxHPU@R@P@@	N1(c2ncccc2C=Cc2cccnc12)CC	LocE_ZINC000000007504_rank1.pdb	223.278	2.7918	-4.482	3	0	179.86	0.14172	29.02	1.2413	0.47059	0.22772	0.8236	1	
